customer_tweet_id,customer_text,gold_intent,gold_escalate,gold_escalation_reason,predicted_intent,confidence,predicted_escalate,predicted_escalation_reason,generic_reply,retrieval_reply,agent_reply,agent_reply_source,gemini_attempts,historical_evidence
570007,"@AmazonHelp Package status says received, but i didnt get it, Amazon told me to call in a police report, i did. Amazon got the police report number, told me they would contact the police to verify the report, that was Nov 3rd, i get told they will call monday, 4 mondays in a row and nothing",missing_package,yes,missing_package,delivery_delay,0.15583218678035274,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@332123 Just to clarify, what shipping method is shown for your item? Did you start a Prime membership with this order? ^DW",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 893324, ""customer_text"": ""@AmazonHelp Via phone I was told to contact my bank. However the bank didn't make the charge so I'm out of $10"", ""amazon_reply"": ""@332123 Just to clarify, what shipping method is shown for your item? Did you start a Prime membership with this order? ^DW"", ""similarity"": 0.19407113439600618}, {""customer_tweet_id"": 1447950, ""customer_text"": ""Hey @AmazonHelp  once again my package is delayed. 3rd time in a row.  Is prime really worth it if my packages never get here in 2 days??"", ""amazon_reply"": ""@456015 I'm so sorry for the wait! Do the orders have the same carrier in common? If so, who is it? https://t.co/Y5jpI9gRhE ^MH"", ""similarity"": 0.19146798901524792}, {""customer_tweet_id"": 46489, ""customer_text"": ""@115830 paid 4 nextday delivery only 2 b told after notifications all day saying that they r delivering 2day only 2 b told they cant deliv"", ""amazon_reply"": ""@126320 I'm sorry you didn't receive your order. Did we specify why we were unable to deliver your order? ^CO"", ""similarity"": 0.17477593451525597}]"
1390969,@AmazonHelp I have done so but Still I Don't hope anything to be done from your side As I know how useless you guys are,other_general,yes,needs_human_support,other_general,0.17217740096160314,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 2437734, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA"", ""similarity"": 0.3095322729527169}, {""customer_tweet_id"": 2880479, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@799341 We want to help you as much as possible, please contact us directly by clicking the following link: https://t.co/JzP7hlA23B.^BZ"", ""similarity"": 0.3095322729527169}, {""customer_tweet_id"": 2953663, ""customer_text"": ""your service is useless @AmazonHelp"", ""amazon_reply"": ""@815514 Hey Jack, I'm so sorry for the poor experience you've had with us! Without providing account or personal details, could you tell us what the original issue is? ^AR"", ""similarity"": 0.22092557517798894}]"
317448,"@AmazonHelp @15673 Ach komisch, auf dem Smartphone geht’s wieder.",technical_product_issue,no,none,other_general,0.17932716291565468,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@484393 Guten Morgen! Oje 😟 Magst du dich bitte bei uns melden: https://t.co/IZA9YnmZyZ ^TG,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 1570865, ""customer_text"": ""@AmazonHelp Danke für nichts mal wieder... https://t.co/MTxRV3P9mA"", ""amazon_reply"": ""@484393 Guten Morgen! Oje 😟 Magst du dich bitte bei uns melden: https://t.co/IZA9YnmZyZ ^TG"", ""similarity"": 0.1888947434688159}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.1772881496478049}, {""customer_tweet_id"": 1495598, ""customer_text"": ""@116316 @10114 Was ist denn aus dem Steelbook zu Battlefront II bei geworden? Wird mir in meiner Bestellung nicht mehr angezeigt. 🤔"", ""amazon_reply"": ""@467262 Hi! Meinst du, dass dir die Bestellung in deinem Kundenkonto nicht mehr angezeigt wird? ^AS"", ""similarity"": 0.12013595966218074}]"
402188,Why is it always the important /urgent @115830 #prime deliveries that never make it by 9pm after waiting in all day? 👎,delivery_delay,yes,delivery_issue,delivery_delay,0.19665532936402752,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@152965 Hi Nathan, I'm sorry to hear this. Were you advised why your order was cancelled? What was the estimated delivery date when you received your order confirmation? ^JC",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 2722631, ""customer_text"": ""@AmazonHelp @115830 @116324  useless. Your next day delivery doesn't work. You Cancelled my order so I booked for next day and you still didn't deliver or let me know it wasn't turning up. Wasted my weekend waiting and could of gone and got my shit myself. Cancelled prime"", ""amazon_reply"": ""@152965 Hi Nathan, I'm sorry to hear this. Were you advised why your order was cancelled? What was the estimated delivery date when you received your order confirmation? ^JC"", ""similarity"": 0.1749077743852975}, {""customer_tweet_id"": 550499, ""customer_text"": ""@115830 not looking good as a prime customer next day delivery still no sign so why do i pay for this service ?"", ""amazon_reply"": ""@248244 I am sorry for your disappointment with this order! It is never our intention! Have we missed a delivery date quoted in your confirmation email? You can check here:  https://t.co/aaDyEz1VgE Let us know Karl, we are here to help! ^DJ"", ""similarity"": 0.16192945653387986}, {""customer_tweet_id"": 1987006, ""customer_text"": ""So fucking annoyed when @115821 offers a 1 day delivery, gives themselves up until 9pm to deliver, but still fails. Tip- don’t offer something you can’t guarantee."", ""amazon_reply"": ""@588167 Apologies, this is not the service we expect. Get in touch - https://t.co/hApLpMlfHN we'd like to discuss available options^TP"", ""similarity"": 0.1392962759249764}]"
853920,"@AmazonHelp Yeah been a customer for many years and been let down SO MANY times , I know how it works.",other_general,yes,needs_human_support,order_status_tracking,0.1899257633399533,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@312151 Sometimes delays can happen, but we want to make sure you receive your order! Let us know if it doesn't arrive by tomorrow! ^ME",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 806327, ""customer_text"": ""@AmazonHelp Yeah my package was suppose to arrive yesterday by 9pm now it says it might not come until tomorrow"", ""amazon_reply"": ""@312151 Sometimes delays can happen, but we want to make sure you receive your order! Let us know if it doesn't arrive by tomorrow! ^ME"", ""similarity"": 0.20893054021459145}, {""customer_tweet_id"": 1702204, ""customer_text"": ""@115823 Have tried so hard to verify my account and nothing works. Please help."", ""amazon_reply"": ""@224133 We're here to help! Are you having trouble signing in to your account? If so, are you receiving any error messages? ^RA"", ""similarity"": 0.1191048468598301}, {""customer_tweet_id"": 1627795, ""customer_text"": ""@AmazonHelp It’s a business address. You know it closes at five."", ""amazon_reply"": ""@323707 I'm so sorry! Has your tracking been updated with a new delivery date? You can view it here: https://t.co/aaDyEz1VgE ^TK"", ""similarity"": 0.11771431945596317}]"
1180559,@AmazonHelp Last two months a slew of products damaged inside pristine shipping boxes. Some with sharp puncture marks all the way through.,damaged_item,yes,damaged_item,damaged_item,0.94,True,damaged_item,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@182175 Are you able to log in this account? If so, please change the password. Keep us posted ^BD",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 2534449, ""customer_text"": ""@AmazonHelp This is the first. I had another months ago saying someone attempted to hack my account. But this makes me nervous"", ""amazon_reply"": ""@182175 Are you able to log in this account? If so, please change the password. Keep us posted ^BD"", ""similarity"": 0.2824686037487937}, {""customer_tweet_id"": 678300, ""customer_text"": ""@115821 I added my amount to the amazon pay and when i tries to checkout it add more than the total money. No way find where it justify the extra amount added. I need my amazon pay balance return to my account. Tell me the way.Its just a fake way to add money to account."", ""amazon_reply"": ""@281822 Apologies you had the problem with adding money to pay balance. You may reach out to support team here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB"", ""similarity"": 0.14915740343619036}, {""customer_tweet_id"": 480488, ""customer_text"": ""Hey @115821, please explain why I am paying for Prime’s 2 day shipping when I am getting 5 day shipping #Amazon https://t.co/d2STAEeAnA"", ""amazon_reply"": ""@229189 Hello MJ, sorry you have not received your order. We'd like to assist! What was the delivery date provided in your order confirmation email? ^TE"", ""similarity"": 0.14101228152566606}]"
1899097,"@AmazonHelp ご丁寧にありがとうぎざいます。アプリの入れ直しはやってみたのですが、もう一度試してみます。
洋書のサンプルをDLしたところ、国内出版物を検索しても検出されなくなったのですが、何か設定が必要でしょうか？",technical_product_issue,no,none,other_general,0.19442327871701745,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 1.0}, {""customer_tweet_id"": 2880479, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@799341 We want to help you as much as possible, please contact us directly by clicking the following link: https://t.co/JzP7hlA23B.^BZ"", ""similarity"": 0.1918260533044177}, {""customer_tweet_id"": 2437734, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA"", ""similarity"": 0.1918260533044177}]"
2906573,"So @115830 left my delivery (which contained an expensive electronic item) in the garden, all day.. unsheltered! Oh and it rained. . . #nothappy #useyourhead #merryxmas https://t.co/zZCbNvd1Gq",damaged_item,yes,damaged_item,delivery_delay,0.23815227907155884,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,fallback,0,"[{""customer_tweet_id"": 1760384, ""customer_text"": ""@AmazonHelp Sure. I ordered a lot of 24 of an item, and I keep being sent 1 of the item."", ""amazon_reply"": ""@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM"", ""similarity"": 0.21309558285130556}, {""customer_tweet_id"": 764758, ""customer_text"": ""A little annoyed my @115830 delivery was delivered this afternoon while I was at work and just left outside my front door! Any1 could have"", ""amazon_reply"": ""@302782 Terribly sorry about that, Tamsin! Are those instructions arranged as your safe space here? https://t.co/qlmL6Px359 ^JD"", ""similarity"": 0.17950491922890532}, {""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.15740635977341483}]"
392197,@115830 excellent use of packaging again... not bad for the environment at all... MASSIVE box https://t.co/dl6ETLbJry,other_general,no,none,other_general,0.18633385866531949,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 1302289, ""customer_text"": ""@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box."", ""amazon_reply"": ""@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS"", ""similarity"": 0.16674598017418152}, {""customer_tweet_id"": 2940288, ""customer_text"": ""@115830 some great overkill on the boxing and packaging! Kinda got my hopes up it would be something amazing! https://t.co/baoRc4TRfR"", ""amazon_reply"": ""@812628 Sorry for any troubles caused! You can leave your feedback for the packaging of this order here: https://t.co/YsujUWLJtP ^TH"", ""similarity"": 0.16276624527182532}, {""customer_tweet_id"": 530001, ""customer_text"": ""@AmazonHelp THERES MORE !!!! @115830 https://t.co/JRdxSl5ghg"", ""amazon_reply"": ""@242735 Hi James, please get in touch via the link provided by ^FJ &amp; we'll be able to look into this for you. ^TS"", ""similarity"": 0.10251664479130301}]"
1380593,@AmazonHelp My delivery date was just updated to a three day window without explanation. Incredibly frustrating.,delivery_delay,yes,delivery_issue,order_status_tracking,0.22234122440425444,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@198992 We do not have any update as of now. Hence, kindly wait. ^HR",I can help with your order status. Please check the current tracking information for the latest update on your order.,fallback,0,"[{""customer_tweet_id"": 348635, ""customer_text"": ""@AmazonHelp Any date?"", ""amazon_reply"": ""@198992 We do not have any update as of now. Hence, kindly wait. ^HR"", ""similarity"": 0.2718546668876213}, {""customer_tweet_id"": 557034, ""customer_text"": ""@AmazonHelp Updated. Check."", ""amazon_reply"": ""@250065 We have sent a correspondence to your registered email account, kindly check. ^MJ"", ""similarity"": 0.260768562702293}, {""customer_tweet_id"": 1737604, ""customer_text"": ""@AmazonHelp Nothing wrong if you do that b4 delivery date and make customers happy. But you have pre coded words like \""Estimated\""."", ""amazon_reply"": ""@524525 I realize that, Dinesh. However, multiple factors lead up to the dates that are provided. I appreciate your patience. ^JC"", ""similarity"": 0.21122996066861122}]"
2931329,@AmazonHelp Nope. Like I said they never even knocked. It was royal mail. I did get my usual post and heard the letter box so went and checked to see if there was anything about Amazon but nothing. Used prime to do online Christmas shopping so it would be delivered.,order_status_tracking,yes,delivery_issue,delivery_delay,0.25658626936184864,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@415450 Please don't provide your order details, we consider it to be personal information. Our page is visible to public.(2/2)^RI",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,fallback,0,"[{""customer_tweet_id"": 1246371, ""customer_text"": ""@115821 Very very fraud, \nOnline shopping &amp; online payment \nEven not received the product \n402-9266837-9705148\nPayment done online too"", ""amazon_reply"": ""@415450 Please don't provide your order details, we consider it to be personal information. Our page is visible to public.(2/2)^RI"", ""similarity"": 0.20268419039275853}, {""customer_tweet_id"": 1226571, ""customer_text"": ""@AmazonHelp I already did that. Got a revert on mail but not on call."", ""amazon_reply"": ""@404398 Please write back to the email you've received from our team, requesting for a call back and we'll get back to you. ^SQ"", ""similarity"": 0.1807316272268524}, {""customer_tweet_id"": 1302289, ""customer_text"": ""@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box."", ""amazon_reply"": ""@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS"", ""similarity"": 0.1449602813291294}]"
1179698,Hey @115821 your delivery guy decided to leave the boxes for the entire building in our office.  Guess I'm the delivery guy now? https://t.co/zwSWiN8Nc8,order_status_tracking,yes,delivery_issue,delivery_delay,0.25064556119694376,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@184637 Sorry to know that, please connect with us here: https://t.co/TdDksLo6Mf and we'll check this out for you. ^MS",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,fallback,0,"[{""customer_tweet_id"": 991010, ""customer_text"": ""@AmazonHelp ur delivery guy didn't call me &amp; I received a message saying I was not contactable!! Every time u prove u don't care abt custmr"", ""amazon_reply"": ""@184637 Sorry to know that, please connect with us here: https://t.co/TdDksLo6Mf and we'll check this out for you. ^MS"", ""similarity"": 0.24823364328434006}, {""customer_tweet_id"": 2460278, ""customer_text"": ""Hey @115821 I'd appreciate it if you would cancel my order for me😅😅😅😅😅😅😅"", ""amazon_reply"": ""@704512 Thanks for reaching out to us! We don't have access to your account via Twitter. Please check here for returns/refunds: https://t.co/WYHOlCv0Ty ^MO"", ""similarity"": 0.18726201296359563}, {""customer_tweet_id"": 480488, ""customer_text"": ""Hey @115821, please explain why I am paying for Prime’s 2 day shipping when I am getting 5 day shipping #Amazon https://t.co/d2STAEeAnA"", ""amazon_reply"": ""@229189 Hello MJ, sorry you have not received your order. We'd like to assist! What was the delivery date provided in your order confirmation email? ^TE"", ""similarity"": 0.11109075412076637}]"
1249443,@AmazonHelp Friday 10/27,other_general,no,none,other_general,0.17412549697517796,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 45525, ""customer_text"": ""@AmazonHelp Yep. Original estimate 27 October. New estimate 31 October. It's been 'in transit' since Friday...."", ""amazon_reply"": ""@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA"", ""similarity"": 0.2140903357863741}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.1596268771582431}, {""customer_tweet_id"": 20449, ""customer_text"": ""@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side."", ""amazon_reply"": ""@120469 Apologies for the ordeal Kaushal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN"", ""similarity"": 0.13619365851113366}]"
2700856,Ordered something on @115821 prime for next day delivery yet it’s now coming in 1-2 days. What am I paying for exactly? 😐😐😐,delivery_delay,yes,delivery_issue,delivery_delay,0.426271759712385,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@229189 Hello MJ, sorry you have not received your order. We'd like to assist! What was the delivery date provided in your order confirmation email? ^TE",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,fallback,0,"[{""customer_tweet_id"": 480488, ""customer_text"": ""Hey @115821, please explain why I am paying for Prime’s 2 day shipping when I am getting 5 day shipping #Amazon https://t.co/d2STAEeAnA"", ""amazon_reply"": ""@229189 Hello MJ, sorry you have not received your order. We'd like to assist! What was the delivery date provided in your order confirmation email? ^TE"", ""similarity"": 0.2738396459243699}, {""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.238926118128039}, {""customer_tweet_id"": 836451, ""customer_text"": ""@115830 I pre-ordered one in August and then I did next day delivery for the second, neither have arrived."", ""amazon_reply"": ""@319104 Is there any info showing on their tracking via this link? : https://t.co/aaDyEz1VgE ^RL"", ""similarity"": 0.1884666045142653}]"
230182,@AmazonHelp I just submitted the problem but if I do not hear anything by 1700 I am going to have to cancel my order and buy elsewhere sadly.Thank you.,other_general,yes,needs_human_support,order_status_tracking,0.2111238589883694,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@347201 Thank you for confirming. If you have shared your details, our team will get back to you soon. ^AG",I can help with your order status. Please check the current tracking information for the latest update on your order.,fallback,0,"[{""customer_tweet_id"": 957539, ""customer_text"": ""@AmazonHelp I have submitted that."", ""amazon_reply"": ""@347201 Thank you for confirming. If you have shared your details, our team will get back to you soon. ^AG"", ""similarity"": 0.2638866930253032}, {""customer_tweet_id"": 2460278, ""customer_text"": ""Hey @115821 I'd appreciate it if you would cancel my order for me😅😅😅😅😅😅😅"", ""amazon_reply"": ""@704512 Thanks for reaching out to us! We don't have access to your account via Twitter. Please check here for returns/refunds: https://t.co/WYHOlCv0Ty ^MO"", ""similarity"": 0.23522387979968423}, {""customer_tweet_id"": 1278685, ""customer_text"": ""Uhhhh how can I cancel an order I placed??? @115821"", ""amazon_reply"": ""@182076 Hi! You can learn how to do this, here: https://t.co/YHgBUwzYag ^RL"", ""similarity"": 0.22839904675505363}]"
819504,Also @AmazonHelp - @134825 ist schon a bissl nervig vong zustellservice - null benachrichtigung und jetzt kann ich keinens shop auswählen 😞,order_status_tracking,yes,delivery_issue,other_general,0.1806709561484255,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@194202 Dann melde dich bitte mal über diesen Link bei uns, dem Amazon.de Social Media Team: https://t.co/cUDnC8mjd7 ^AN",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 987778, ""customer_text"": ""@AmazonHelp Und ich antworte gerne nochmal: Leute, ich bin kein Idiot."", ""amazon_reply"": ""@194202 Dann melde dich bitte mal über diesen Link bei uns, dem Amazon.de Social Media Team: https://t.co/cUDnC8mjd7 ^AN"", ""similarity"": 0.2919259453211127}, {""customer_tweet_id"": 140929, ""customer_text"": ""Danke an @116316 !\nWeil ich dieses Jahr noch nicht über 100€ bestellt habe, darf ich das Handy für 250€ nicht per Lastschrift bezahlen!\n\nFind ich super!\n#Kundenservice\n#keinPrime"", ""amazon_reply"": ""@147798 Leider können wir diese Entscheidung nicht ändern. Gründe hierfür: https://t.co/kkXAbASVDr Tut mir leid. Lieber Gruß ^TG"", ""similarity"": 0.15831266904090607}, {""customer_tweet_id"": 1623922, ""customer_text"": ""@AmazonHelp @497410 Gut zu wissen, dass man solche Mails melden kann. Danke! Werde ich in Zukunft auch direkt machen."", ""amazon_reply"": ""@497411 Immer wieder gerne! ^DW"", ""similarity"": 0.15292491129476438}]"
2836887,"@115830 @AmazonHelp lost order and call to speak to your 'escalation team'. Spoken to in a disgusting, condescending manner and you put the phone down on me after I asked the operator to clarify what steps I need to take next. Disgusting customer service.",missing_package,yes,missing_package,other_general,0.21588662715607518,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@303000 You can send us an e-mail via our website if you go to the following link:  https://t.co/JzP7hlA23B ^KI,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,fallback,0,"[{""customer_tweet_id"": 765713, ""customer_text"": ""@AmazonHelp No, I find your customer service menu on the app very confusing and can't work out how to send an email. I keep ending up on a chat with a robot that wants me to give it my phone number when I can't speak on the phone right now."", ""amazon_reply"": ""@303000 You can send us an e-mail via our website if you go to the following link:  https://t.co/JzP7hlA23B ^KI"", ""similarity"": 0.19463658328541517}, {""customer_tweet_id"": 530044, ""customer_text"": ""@AmazonHelp please get the live chat and call centre people some training. Absolutely disgusting service."", ""amazon_reply"": ""@242744 I apologize for the experience you had. We want to help. Without giving us any personal/account info, can you give us a little insight on the issue you are facing? ^BA"", ""similarity"": 0.19073980813640512}, {""customer_tweet_id"": 611196, ""customer_text"": ""@115821 @115830  @AmazonHelp As a student with a dying laptop I ordered a new Dell inspirion off of your site believing in your good customer service. Instead what has happened is that I firstly received duracell batteries, and when asked for a replacement then received..."", ""amazon_reply"": ""@265290 Sorry to hear about this issue. Have you contacted us here:  https://t.co/JzP7hlA23B to see what options we have available?^MI"", ""similarity"": 0.17091380054530755}]"
1406573,MY ONE DAY DELIVERY NEVER SHOWED UP @115830 YOU HAVE RUINED HALLOWEEN FOR ME. I HOPE YOURE PROUD OF YOURSELF. https://t.co/3HWapltxiw,delivery_delay,yes,delivery_issue,delivery_delay,0.23297296744061657,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,fallback,0,"[{""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.33496311717146154}, {""customer_tweet_id"": 836451, ""customer_text"": ""@115830 I pre-ordered one in August and then I did next day delivery for the second, neither have arrived."", ""amazon_reply"": ""@319104 Is there any info showing on their tracking via this link? : https://t.co/aaDyEz1VgE ^RL"", ""similarity"": 0.2673872565107404}, {""customer_tweet_id"": 550499, ""customer_text"": ""@115830 not looking good as a prime customer next day delivery still no sign so why do i pay for this service ?"", ""amazon_reply"": ""@248244 I am sorry for your disappointment with this order! It is never our intention! Have we missed a delivery date quoted in your confirmation email? You can check here:  https://t.co/aaDyEz1VgE Let us know Karl, we are here to help! ^DJ"", ""similarity"": 0.26570292827867553}]"
2318469,@115821 why do my orders disappear when an item goes out of stock but I don’t get a notification about it so I can order something else?,account_access,yes,needs_human_support,order_status_tracking,0.177212408746519,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 1760384, ""customer_text"": ""@AmazonHelp Sure. I ordered a lot of 24 of an item, and I keep being sent 1 of the item."", ""amazon_reply"": ""@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM"", ""similarity"": 0.20088675280913695}, {""customer_tweet_id"": 172241, ""customer_text"": ""@AmazonHelp Time delivering it just so they can meet an empty house every day then give me a refund when it goes undelivered"", ""amazon_reply"": ""@156250 I'm truly sorry for the inconvenience. This is not the experience we want you to have! We'd like to help if we can. Please reach out to us here so we can share options with you: https://t.co/hApLpMlfHN ^MO"", ""similarity"": 0.12089574338869748}, {""customer_tweet_id"": 2460278, ""customer_text"": ""Hey @115821 I'd appreciate it if you would cancel my order for me😅😅😅😅😅😅😅"", ""amazon_reply"": ""@704512 Thanks for reaching out to us! We don't have access to your account via Twitter. Please check here for returns/refunds: https://t.co/WYHOlCv0Ty ^MO"", ""similarity"": 0.1154045993275047}]"
