customer_tweet_id,candidate,customer_text,reply,gold_intent,predicted_intent,confidence,gold_escalate,predicted_escalate,predicted_escalation_reason,historical_evidence,helpfulness,intent_fit,grounding,factual_safety,escalation_appropriateness,professionalism,overall_pass,failure_reason,human_helpfulness,human_intent_fit,human_grounding,human_factual_safety,human_escalation_appropriateness,human_professionalism,human_overall_pass,human_failure_reason
534144,Agent,"@AmazonHelp Juste marre de jouer au chat et souris ....
Pour moi c'est pas grave....Des offres y'en a partout mais au vu de la manière...Les 3 ou 4 retraits ""incompréhensibles"" d'amazon, on demandera le remboursement Justificatifs à l'appui...On le fera aujourdhui
Merci bon courage",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,payment_billing,other_general,0.176262064,yes,TRUE,low_intent_confidence,"[{""customer_tweet_id"": 167936, ""customer_text"": ""Qd tu a 4 fois @120533 au téléphone pour te dire que ta commande n'est pas envoyée car il manque encore un produit mais que tu ne peux pas l'annuler parce qu'elle est sur le point d'être expédié.\nEt bah ça énerve un peu qd même."", ""amazon_reply"": ""@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA"", ""similarity"": 0.2174800411349149}, {""customer_tweet_id"": 510268, ""customer_text"": ""@AmazonHelp Vu tous les tweets que je viens de lire, c'est inadmissible que Amazon prenne encore @120535 pour ses envois. Laissez nous le choix du transporteur au pire ..."", ""amazon_reply"": ""@237233 Le choix du transporteur n'est malheureusement pas possible mais vos avis nous sont importants pour améliorer la qualité des services. Merci pour votre compréhension. ^MH"", ""similarity"": 0.20834059959790407}, {""customer_tweet_id"": 2889221, ""customer_text"": ""@AmazonHelp A priori rien chez moi, je n’y suis pas mais ma mère n’a rien réceptionné et rien dans la boîte. On a demandé aux voisins, rien. Si quelqu’un réceptionne un colis de valeur... qu’est-ce qui l’oblige à être honnête et à le rendre le ? 😭"", ""amazon_reply"": ""@801075 Si le suivi indique que le colis est livré et que malgré les recherches vous ne le trouvez pas, il faut le signaler à notre service client pour ouvrir une enquête auprès du transporteur et avoir le nom de la personne ayant reçu votre colis.^ASZ"", ""similarity"": 0.18402797649150435}]",4,4,5,5,5,5,TRUE,,,,,,,,,
2906573,Agent,"So @115830 left my delivery (which contained an expensive electronic item) in the garden, all day.. unsheltered! Oh and it rained. . . #nothappy #useyourhead #merryxmas https://t.co/zZCbNvd1Gq",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,damaged_item,delivery_delay,0.238152279,yes,FALSE,none,"[{""customer_tweet_id"": 1760384, ""customer_text"": ""@AmazonHelp Sure. I ordered a lot of 24 of an item, and I keep being sent 1 of the item."", ""amazon_reply"": ""@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM"", ""similarity"": 0.21309558285130556}, {""customer_tweet_id"": 764758, ""customer_text"": ""A little annoyed my @115830 delivery was delivered this afternoon while I was at work and just left outside my front door! Any1 could have"", ""amazon_reply"": ""@302782 Terribly sorry about that, Tamsin! Are those instructions arranged as your safe space here? https://t.co/qlmL6Px359 ^JD"", ""similarity"": 0.17950491922890532}, {""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.15740635977341483}]",1,1,1,2,1,3,FALSE,"The response incorrectly identifies the issue as a delivery delay when the customer is reporting a damaged/mishandled delivery, making the response irrelevant and unhelpful.",,,,,,,,
2931329,Retrieval,@AmazonHelp Nope. Like I said they never even knocked. It was royal mail. I did get my usual post and heard the letter box so went and checked to see if there was anything about Amazon but nothing. Used prime to do online Christmas shopping so it would be delivered.,"@415450 Please don't provide your order details, we consider it to be personal information. Our page is visible to public.(2/2)^RI",order_status_tracking,delivery_delay,0.256586269,yes,FALSE,none,"[{""customer_tweet_id"": 1246371, ""customer_text"": ""@115821 Very very fraud, \nOnline shopping &amp; online payment \nEven not received the product \n402-9266837-9705148\nPayment done online too"", ""amazon_reply"": ""@415450 Please don't provide your order details, we consider it to be personal information. Our page is visible to public.(2/2)^RI"", ""similarity"": 0.20268419039275853}, {""customer_tweet_id"": 1226571, ""customer_text"": ""@AmazonHelp I already did that. Got a revert on mail but not on call."", ""amazon_reply"": ""@404398 Please write back to the email you've received from our team, requesting for a call back and we'll get back to you. ^SQ"", ""similarity"": 0.1807316272268524}, {""customer_tweet_id"": 1302289, ""customer_text"": ""@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box."", ""amazon_reply"": ""@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS"", ""similarity"": 0.1449602813291294}]",1,1,2,5,1,3,FALSE,The response is completely irrelevant to the customer's issue regarding a missed delivery. It uses a canned response about privacy that does not apply to the current conversation.,,,,,,,,
2149535,Agent,"@AmazonHelp Ok but when placing an order, your site always tells you if the item is eligible for P.O. box delivery or not. My order was processed and went through with no issues",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,order_status_tracking,delivery_delay,0.231356924,yes,FALSE,none,"[{""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.1795838122053917}, {""customer_tweet_id"": 1760384, ""customer_text"": ""@AmazonHelp Sure. I ordered a lot of 24 of an item, and I keep being sent 1 of the item."", ""amazon_reply"": ""@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM"", ""similarity"": 0.1548682408191803}, {""customer_tweet_id"": 1302289, ""customer_text"": ""@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box."", ""amazon_reply"": ""@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS"", ""similarity"": 0.13869513082385307}]",2,2,3,4,5,5,FALSE,"The response ignores the customer's specific concern about P.O. box delivery eligibility and incorrectly assumes the package is delayed, which was not explicitly stated by the customer.",,,,,,,,
2212038,Agent,"Hi @115821, your delivery service sucks.  Can you give Prime members a @115817 delivery option? At least they know what they are doing.",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,order_status_tracking,delivery_delay,0.345912753,yes,FALSE,none,"[{""customer_tweet_id"": 1405313, ""customer_text"": ""@AmazonHelp What is the differnece between prime reading and unlimited? Which one is free for prime members without additional services? 1/2"", ""amazon_reply"": ""@172901 Kindle Unlimited is an extra subscription that gives you access to a large catalog of Kindle titles: https://t.co/KI1R1WQ6RC ^TH"", ""similarity"": 0.22489326276336227}, {""customer_tweet_id"": 939517, ""customer_text"": ""@AmazonHelp @115817 But they didnt. Somehow @115821 system shows it as if it was picked up."", ""amazon_reply"": ""@342711 Thanks for the info. We'd like a second chance to look into this. Please contact us here: https://t.co/EKXRLsnxJu ^GG"", ""similarity"": 0.14642084945839148}, {""customer_tweet_id"": 2504828, ""customer_text"": ""Hi @115830. Thanks for my Prime delivery today. Who pays for a replacement letterbox please? https://t.co/tLLnGGpdrW"", ""amazon_reply"": ""@714306 I'm so sorry about the damage to your letterbox, Dave! Can you reach out to us via phone here so that we can look into this with you?  https://t.co/JzP7hlA23B ^GS"", ""similarity"": 0.13179882534121137}]",3,3,3,5,5,5,TRUE,,,,,,,,,
659415,Generic,@AmazonHelp your customer service to those with disabilities is horrendous and you should be ashamed. I'm wheelchair bound. 1 of/,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,other_general,other_general,0.252812086,yes,FALSE,none,"[{""customer_tweet_id"": 1554354, ""customer_text"": ""Great customer service from Jürgen at @116316 , thanks!"", ""amazon_reply"": ""@480784 Thanks 🙂 You are welcome. Kind regards ^TR"", ""similarity"": 0.3258271623013982}, {""customer_tweet_id"": 745083, ""customer_text"": ""@AmazonHelp @115850 U r as competent as ur customer service on ph."", ""amazon_reply"": ""@298115 We'd like to help, Amit. As requested earlier, please send us your details through the link shared earlier. ^MA"", ""similarity"": 0.32507690876538287}, {""customer_tweet_id"": 765713, ""customer_text"": ""@AmazonHelp No, I find your customer service menu on the app very confusing and can't work out how to send an email. I keep ending up on a chat with a robot that wants me to give it my phone number when I can't speak on the phone right now."", ""amazon_reply"": ""@303000 You can send us an e-mail via our website if you go to the following link:  https://t.co/JzP7hlA23B ^KI"", ""similarity"": 0.2824465106005523}]",2,2,3,5,2,4,FALSE,"The response is overly generic and dismissive of a serious accessibility complaint, failing to acknowledge the customer's specific concern about disability support.",,,,,,,,
819504,Retrieval,Also @AmazonHelp - @134825 ist schon a bissl nervig vong zustellservice - null benachrichtigung und jetzt kann ich keinens shop auswählen 😞,"@194202 Dann melde dich bitte mal über diesen Link bei uns, dem Amazon.de Social Media Team: https://t.co/cUDnC8mjd7 ^AN",order_status_tracking,other_general,0.180670956,yes,TRUE,low_intent_confidence,"[{""customer_tweet_id"": 987778, ""customer_text"": ""@AmazonHelp Und ich antworte gerne nochmal: Leute, ich bin kein Idiot."", ""amazon_reply"": ""@194202 Dann melde dich bitte mal über diesen Link bei uns, dem Amazon.de Social Media Team: https://t.co/cUDnC8mjd7 ^AN"", ""similarity"": 0.2919259453211127}, {""customer_tweet_id"": 140929, ""customer_text"": ""Danke an @116316 !\nWeil ich dieses Jahr noch nicht über 100€ bestellt habe, darf ich das Handy für 250€ nicht per Lastschrift bezahlen!\n\nFind ich super!\n#Kundenservice\n#keinPrime"", ""amazon_reply"": ""@147798 Leider können wir diese Entscheidung nicht ändern. Gründe hierfür: https://t.co/kkXAbASVDr Tut mir leid. Lieber Gruß ^TG"", ""similarity"": 0.15831266904090607}, {""customer_tweet_id"": 1623922, ""customer_text"": ""@AmazonHelp @497410 Gut zu wissen, dass man solche Mails melden kann. Danke! Werde ich in Zukunft auch direkt machen."", ""amazon_reply"": ""@497411 Immer wieder gerne! ^DW"", ""similarity"": 0.15292491129476438}]",4,4,5,5,5,5,TRUE,,,,,,,,,
497290,Retrieval,@AmazonHelp https://t.co/O6Mf9WBWMR,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,other_general,other_general,0.197431436,yes,TRUE,low_intent_confidence,"[{""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.4810424740325799}, {""customer_tweet_id"": 742396, ""customer_text"": ""@amazonhelp this url is broken on your site: https://t.co/nL5ldDxRB2 — needed for this: https://t.co/dD4Yvm02Pb"", ""amazon_reply"": ""@297514 Cab you please provide a link to the page where this button is located? We'd like to look further into it. ^WJ"", ""similarity"": 0.23874368156361267}, {""customer_tweet_id"": 274471, ""customer_text"": ""@115850  https://t.co/gTRwxpvjFO"", ""amazon_reply"": ""@159034 Our Twitter page is visible to the public. (4/4)^AU"", ""similarity"": 0.21138107666986491}]",4,4,5,5,5,5,TRUE,,,,,,,,,
366498,Retrieval,@AmazonHelp I’d like to undo an accidental cancellation of an order @ can’t find the option. Could you do it if I tell you the order # ?,"@396102 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2",return_replacement,order_status_tracking,0.172059809,no,TRUE,low_intent_confidence,"[{""customer_tweet_id"": 1173873, ""customer_text"": ""@AmazonHelp Please cancel my Order# 402-2908878-9776322\nIt's not yet shipped by Seller..have also placed a cancellation request with Seller"", ""amazon_reply"": ""@396102 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2"", ""similarity"": 0.16602888794044168}, {""customer_tweet_id"": 2279713, ""customer_text"": ""@115850  Waiting for refund for order # : ORDER # 408-6560878-8566768 . Its been 3 months."", ""amazon_reply"": ""@662766 Apologies for the trouble. Have you reported this to our support team? If not, kindly report it here: https://t.co/rS49hgaADF. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MO"", ""similarity"": 0.1621763893455105}, {""customer_tweet_id"": 439253, ""customer_text"": ""@AmazonHelp I'm wrongly buying a washing machine on offer period I place my order cancellation on the same time but till date I'm not received my money."", ""amazon_reply"": ""@219321 I understand your query is regarding refund, request you to contact us here https://t.co/rS49hgaADF and we'll assist you. ^VH"", ""similarity"": 0.15229893223878962}]",2,2,5,5,3,4,FALSE,"The response is a canned reply that ignores the customer's specific request to undo a cancellation and fails to provide a path for resolution or escalation, despite the operational context indicating an escalation is required.",,,,,,,,
317448,Generic,"@AmazonHelp @15673 Ach komisch, auf dem Smartphone geht’s wieder.",I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,technical_product_issue,other_general,0.179327163,no,TRUE,low_intent_confidence,"[{""customer_tweet_id"": 1570865, ""customer_text"": ""@AmazonHelp Danke für nichts mal wieder... https://t.co/MTxRV3P9mA"", ""amazon_reply"": ""@484393 Guten Morgen! Oje 😟 Magst du dich bitte bei uns melden: https://t.co/IZA9YnmZyZ ^TG"", ""similarity"": 0.1888947434688159}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.1772881496478049}, {""customer_tweet_id"": 1495598, ""customer_text"": ""@116316 @10114 Was ist denn aus dem Steelbook zu Battlefront II bei geworden? Wird mir in meiner Bestellung nicht mehr angezeigt. 🤔"", ""amazon_reply"": ""@467262 Hi! Meinst du, dass dir die Bestellung in deinem Kundenkonto nicht mehr angezeigt wird? ^AS"", ""similarity"": 0.12013595966218074}]",2,2,3,5,3,4,FALSE,"The customer stated the issue is resolved on their smartphone, but the response ignores this and asks for order details, which is irrelevant and unhelpful.",,,,,,,,
